NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5270-LB,5270-TSB,5271-LB,5271-TSB,5272-LB,5272-TSB,5275-LB,5275-TSB,5276-LB,5276-TSB,NEG
NA,5270-LB,5270-TSB,5271-LB,5271-TSB,5272-LB,5272-TSB,5275-LB,5275-TSB,5276-LB,5276-TSB,NEG
NA,5270-LB,5270-TSB,5271-LB,5271-TSB,5272-LB,5272-TSB,5275-LB,5275-TSB,5276-LB,5276-TSB,NEG
NA,5270-BHI,5270-M63,5271-BHI,5271-M63,5272-BHI,5272-M63,5275-BHI,5275-M63,5276-BHI,5276-M63,NEG
NA,5270-BHI,5270-M63,5271-BHI,5271-M63,5272-BHI,5272-M63,5275-BHI,5275-M63,5276-BHI,5276-M63,NEG
NA,5270-BHI,5270-M63,5271-BHI,5271-M63,5272-BHI,5272-M63,5275-BHI,5275-M63,5276-BHI,5276-M63,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
